x1,name,age,photo,nationality,flag,overall,potential,club,club_logo,value,wage,special,acceleration,aggression,agility,balance,ball_control,composure,crossing,curve,dribbling,finishing,free_kick_accuracy,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,heading_accuracy,interceptions,jumping,long_passing,long_shots,marking,penalties,positioning,reactions,short_passing,shot_power,sliding_tackle,sprint_speed,stamina,standing_tackle,strength,vision,volleys,cam,cb,cdm,cf,cm,id,lam,lb,lcb,lcm,ldm,lf,lm,ls,lw,lwb,preferred_positions,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb,st
2601,Tozé,24,https://cdn.sofifa.org/48/18/players/212729.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,79,Moreirense FC,https://cdn.sofifa.org/24/18/teams/1900.png,€7.5M,€10K,1909,76,53,88,91,73,66,74,77,72,64,79,15,13,12,16,15,48,48,58,75,76,31,81,65,65,76,78,36,73,66,38,32,75,70,73,46,57,71,69,212729,73,56,46,69,57,71,72,66,72,59,LM RM CM CAM,73,56,46,69,57,71,72,66,72,59,66
2650,Braga,34,https://cdn.sofifa.org/48/18/players/8205.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€1.9M,€13K,1918,54,61,75,62,76,80,73,70,73,68,61,15,15,13,8,6,54,56,52,71,80,46,74,72,75,75,82,35,69,77,49,74,73,74,73,56,64,72,72,8205,73,60,56,72,64,72,72,71,72,63,CAM CM,73,60,56,72,64,72,72,71,72,63,71
2701,Fábio Pacheco,29,https://cdn.sofifa.org/48/18/players/184606.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€3.1M,€10K,1862,66,83,65,71,65,70,51,49,61,45,58,7,12,8,15,16,59,76,78,68,66,75,44,53,74,72,69,69,69,71,75,67,57,48,63,72,72,62,66,184606,63,69,72,66,72,62,62,60,61,69,CB CDM,63,69,72,66,72,62,62,60,61,69,60
2807,Castro,29,https://cdn.sofifa.org/48/18/players/184133.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,Göztepe,https://cdn.sofifa.org/24/18/teams/101026.png,€3.9M,€19K,1993,68,76,77,72,75,69,66,71,74,66,55,8,16,13,6,13,55,67,67,72,75,60,63,70,71,74,84,61,66,76,66,76,72,62,72,66,70,72,72,184133,72,67,66,72,70,72,71,70,71,68,CDM CAM,72,67,66,72,70,72,71,70,71,68,70
2816,Orlando Sá,29,https://cdn.sofifa.org/48/18/players/184136.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,Standard de Liège,https://cdn.sofifa.org/24/18/teams/232.png,€4M,€19K,1714,59,57,68,56,71,74,49,49,70,75,41,10,13,14,10,6,75,22,71,49,59,21,71,74,72,62,75,25,64,72,43,80,67,64,67,48,50,70,62,184136,67,48,48,62,50,70,66,72,67,50,ST,67,48,48,62,50,70,66,72,67,50,72
2829,Luís Aurélio,28,https://cdn.sofifa.org/48/18/players/224077.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€4M,€12K,1940,74,61,75,69,74,67,70,61,72,64,45,6,13,10,13,15,74,53,77,66,67,50,53,72,74,72,76,66,67,85,63,63,68,72,71,63,65,71,70,224077,71,67,63,70,65,71,72,71,71,68,CM RM,71,67,63,70,65,71,72,71,71,68,71
2854,Edgar Ié,23,https://cdn.sofifa.org/48/18/players/210520.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,80,LOSC Lille,https://cdn.sofifa.org/24/18/teams/65.png,€4.8M,€30K,1787,76,75,70,64,64,67,68,49,60,32,60,7,9,7,10,12,64,73,91,54,55,70,49,35,65,61,67,74,79,68,75,73,33,38,54,72,66,55,56,210520,54,70,72,56,66,55,59,55,57,69,RB CB,54,70,72,56,66,55,59,55,57,69,55
2871,Xeka,22,https://cdn.sofifa.org/48/18/players/236639.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,81,Dijon FCO,https://cdn.sofifa.org/24/18/teams/110569.png,€6M,€33K,1817,55,66,60,54,75,66,45,74,71,46,68,7,5,11,5,6,59,67,75,76,65,55,51,62,65,77,75,62,55,70,67,68,75,45,69,65,69,66,72,236639,69,63,65,72,69,66,65,62,64,64,CDM CM,69,63,65,72,69,66,65,62,64,64,62
2880,Costinha,24,https://cdn.sofifa.org/48/18/players/229473.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,78,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€5.5M,€8K,2002,91,85,92,90,73,65,65,66,75,63,57,6,7,10,7,10,65,61,77,69,77,50,72,71,77,74,74,50,85,80,57,38,71,57,74,60,66,74,72,229473,74,66,60,72,66,74,74,70,74,68,CAM CDM CM,74,66,60,72,66,74,74,70,74,68,70
2960,Vítor Gomes,29,https://cdn.sofifa.org/48/18/players/186748.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€3.8M,€14K,1954,55,75,63,59,75,70,75,61,71,53,73,6,15,9,15,7,70,69,76,72,70,66,59,68,74,75,77,68,60,74,66,75,73,50,70,70,71,69,72,186748,70,69,70,72,71,69,70,67,68,70,CDM CM,70,69,70,72,71,69,70,67,68,70,67
2962,David Simão,27,https://cdn.sofifa.org/48/18/players/192636.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,74,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€4.5M,€10K,1979,69,75,68,62,72,69,77,73,71,64,75,11,16,8,16,14,60,50,69,73,78,49,79,67,77,76,79,41,68,76,51,76,76,63,72,59,65,71,72,192636,72,61,59,72,65,71,72,70,72,64,CM,72,61,59,72,65,71,72,70,72,64,70
2974,Varela,32,https://cdn.sofifa.org/48/18/players/172672.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,Kayserispor,https://cdn.sofifa.org/24/18/teams/101020.png,€3.1M,€17K,1885,75,48,74,72,75,77,72,73,76,72,56,10,13,13,15,7,64,41,54,65,77,39,74,73,71,70,85,35,73,57,45,76,67,68,72,52,57,73,67,172672,72,56,52,67,57,73,72,73,73,59,RM LM RW LW,72,56,52,67,57,73,72,73,73,59,73
2977,Ilori,24,https://cdn.sofifa.org/48/18/players/205185.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,78,Reading,https://cdn.sofifa.org/24/18/teams/1793.png,€4.5M,€27K,1637,75,61,63,53,67,67,35,31,58,39,33,7,10,7,11,15,72,75,70,63,34,73,41,32,68,61,43,74,75,69,74,77,43,28,55,72,68,54,59,205185,55,68,72,59,68,54,57,54,54,66,CB,55,68,72,59,68,54,57,54,54,66,54
3150,Hélder Lopes,28,https://cdn.sofifa.org/48/18/players/210118.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,AEK Athens,https://cdn.sofifa.org/24/18/teams/278.png,€3.2M,€1K,1902,72,72,66,71,74,65,75,57,71,52,73,7,9,12,14,14,59,68,55,60,53,69,40,61,65,73,81,72,77,79,75,68,63,45,67,69,70,67,68,210118,67,72,69,68,70,67,69,65,68,73,LB,67,72,69,68,70,67,69,65,68,73,65
3187,Rúben Ferreira,27,https://cdn.sofifa.org/48/18/players/205524.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,74,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€3.7M,€9K,1957,76,80,72,63,74,64,76,74,72,50,75,15,7,6,15,11,60,67,75,65,70,62,49,68,72,72,74,73,65,90,75,60,64,30,69,69,71,68,71,205524,69,72,69,71,71,68,71,65,69,73,LB,69,72,69,71,71,68,71,65,69,73,65
3207,Diogo Gonçalves,20,https://cdn.sofifa.org/48/18/players/231390.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,84,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€7M,€10K,1829,79,58,78,76,76,78,59,78,79,66,59,13,15,7,6,9,60,31,70,50,68,16,67,72,77,65,75,28,84,72,33,65,71,67,72,45,51,73,65,231390,72,52,45,65,51,73,72,71,73,55,LM RM,72,52,45,65,51,73,72,71,73,55,71
3220,Ivo Pinto,27,https://cdn.sofifa.org/48/18/players/197860.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,Norwich City,https://cdn.sofifa.org/24/18/teams/1792.png,€3.3M,€32K,1866,79,69,73,63,68,64,74,56,68,38,55,10,11,14,12,16,57,69,67,61,49,73,44,62,73,66,61,71,84,77,73,70,59,44,64,70,69,63,65,197860,64,72,70,65,69,63,68,61,66,72,RB,64,72,70,65,69,63,68,61,66,72,61
3224,Pedro Mendes,26,https://cdn.sofifa.org/48/18/players/200677.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,77,Montpellier Hérault SC,https://cdn.sofifa.org/24/18/teams/70.png,€4.3M,€23K,1604,61,79,55,53,60,68,25,48,60,25,52,10,6,13,10,10,69,74,72,50,34,75,35,25,70,45,67,74,64,75,78,76,32,22,47,72,65,49,52,200677,47,65,72,52,65,49,49,50,47,63,CB,47,65,72,52,65,49,49,50,47,63,50
3247,Paulo Machado,31,https://cdn.sofifa.org/48/18/players/164849.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€3.4M,€13K,1957,74,59,75,76,76,68,73,81,75,65,75,10,7,13,7,9,49,63,47,75,77,56,76,69,73,74,80,52,75,67,53,58,74,64,74,58,66,73,72,164849,74,64,58,72,66,73,73,69,73,67,LM RM CAM CM,74,64,58,72,66,73,73,69,73,67,69
3274,Edinho,34,https://cdn.sofifa.org/48/18/players/164857.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€2.1M,€10K,1721,54,69,61,58,69,70,47,60,66,76,64,7,7,13,8,6,77,37,76,44,68,22,76,73,72,59,79,33,64,49,25,77,52,73,64,49,48,68,57,164857,64,47,49,57,48,68,61,72,64,48,ST,64,47,49,57,48,68,61,72,64,48,72
3285,Nuno André Coelho,31,https://cdn.sofifa.org/48/18/players/178684.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,73,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€2.7M,€9K,1701,33,81,48,32,66,71,51,66,50,34,73,9,9,11,14,13,71,75,55,70,68,71,42,32,72,71,77,68,32,68,74,80,52,33,55,72,71,53,63,178684,55,64,72,63,71,53,53,54,51,64,CDM CB,55,64,72,63,71,53,53,54,51,64,54
3293,Cafú,24,https://cdn.sofifa.org/48/18/players/218623.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,78,FC Metz,https://cdn.sofifa.org/24/18/teams/68.png,€4.5M,€12K,1961,68,85,56,64,71,64,50,54,69,62,46,11,9,13,12,11,71,69,60,67,73,69,69,68,71,72,84,71,64,90,73,85,54,70,67,73,72,68,69,218623,67,70,73,69,72,68,67,70,66,70,CM CDM,67,70,73,69,72,68,67,70,66,70,70
3324,Tobias Figueiredo,23,https://cdn.sofifa.org/48/18/players/212231.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,78,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€3.6M,€9K,1532,55,86,48,48,57,63,34,24,54,22,29,12,9,12,7,11,71,65,77,57,21,70,36,25,65,58,64,68,62,61,71,83,48,22,49,71,65,48,54,212231,49,62,71,54,65,48,50,49,47,60,CB,49,62,71,54,65,48,50,49,47,60,49
3385,André Sousa,26,https://cdn.sofifa.org/48/18/players/205598.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€3.3M,€6K,1934,68,72,70,65,75,63,66,64,73,61,62,15,8,6,8,8,55,75,65,72,65,65,59,71,75,75,77,65,59,65,65,75,72,58,71,68,71,71,72,205598,71,68,68,72,71,71,70,68,70,69,CDM CM CAM,71,68,68,72,71,71,70,68,70,69,68
3399,Marco Paixão,32,https://cdn.sofifa.org/48/18/players/194083.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Lechia Gdańsk,https://cdn.sofifa.org/24/18/teams/111091.png,€2.5M,€8K,1735,66,60,78,65,72,63,58,44,69,75,46,15,11,10,8,8,73,50,74,49,58,20,67,78,70,64,69,15,70,73,23,71,67,59,69,47,51,70,63,194083,69,50,47,63,51,70,68,71,69,53,ST,69,50,47,63,51,70,68,71,69,53,71
3404,André Claro,26,https://cdn.sofifa.org/48/18/players/216102.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,74,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€3.8M,€8K,1779,71,53,68,61,75,69,66,70,73,69,42,13,15,9,7,16,63,24,67,57,71,29,73,75,75,65,72,36,71,68,27,67,64,67,70,46,51,71,64,216102,70,51,46,64,51,71,70,71,71,54,LW ST,70,51,46,64,51,71,70,71,71,54,71
3440,Nuno Santos,22,https://cdn.sofifa.org/48/18/players/227890.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,79,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€4.4M,€7K,1839,82,67,77,72,74+1,64+4,73+3,77,78+3,59,73,14,7,8,9,15,57,41,57,63,71,24,71,68+2,72+4,67,79,26,75,65,22,63,65,68,70,45,52,71,65,227890,70,52,45,65,52,71,71,69,72,56,RW LW,70,52,45,65,52,71,71,69,72,56,69
3468,Pires,36,https://cdn.sofifa.org/48/18/players/199228.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,€1.1M,€6K,1783,51,64,77,78,63,71,55,64,60,77,48,9,8,13,15,15,81,35,83,58,74,20,76,72,72,63,76,17,67,77,17,70,56,72,64,45,48,67,60,199228,64,46,45,60,48,67,63,71,64,49,ST,64,46,45,60,48,67,63,71,64,49,71
3474,Afonso Figueiredo,24,https://cdn.sofifa.org/48/18/players/223293.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,76,Stade Rennais FC,https://cdn.sofifa.org/24/18/teams/74.png,€3.4M,€13K,1833,79,74,79,87,71,68,69,65,70,31,37,12,8,11,14,7,65,74,70,61,34,66,45,61,73,67,73,72,75,75,68,56,49,35,62,68,68,62,64,223293,62,71,68,64,68,62,66,60,64,71,LB,62,71,68,64,68,62,66,60,64,71,60
3476,Ivo Rodrigues,22,https://cdn.sofifa.org/48/18/players/226877.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,78,Royal Antwerp FC,https://cdn.sofifa.org/24/18/teams/230.png,€4.3M,€8K,1824,78,69,77,68,74,64,70,65,75,67,51,8,7,16,11,13,48,36,45,51,67,35,70,70,71,66,77,46,79,75,43,68,69,59,70,51,56,71,65,226877,70,57,51,65,56,71,71,69,72,60,RM LM,70,57,51,65,56,71,71,69,72,60,69
3493,Ricardo Valente,26,https://cdn.sofifa.org/48/18/players/226626.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,73,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€3.7M,€8K,1721,75,74,76,63,74,69,68,42,77,68,38,13,7,10,16,13,67,16,68,57,69,22,60,72,73,66,75,15,73,52,16,71,65,70,70,42,47,72,62,226626,70,45,42,62,47,72,70,71,72,49,ST RW LW,70,45,42,62,47,72,70,71,72,49,71
3511,João Afonso,27,https://cdn.sofifa.org/48/18/players/223818.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,73,Córdoba CF,https://cdn.sofifa.org/24/18/teams/1867.png,€2.9M,€7K,1519,55,74,40,48,58,65,48,27,50,29,30,6,8,9,15,14,75,66,73,52,21,73,46,24,65,54,45,71,46,76,74,87,32,28,45,71,64,45,51,223818,45,64,71,51,64,45,49,48,45,62,CB,45,64,71,51,64,45,49,48,45,62,48
3528,Gonçalo,30,https://cdn.sofifa.org/48/18/players/189775.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€2.3M,€9K,1827,61,77,61,60,65,71,55,45,62,42,47,12,12,13,11,6,64,74,83,69,63,70,50,49,67,73,70,69,60,71,74,78,57,57,61,72,71,60,66,189775,61,68,72,66,71,60,61,60,59,67,CDM,61,68,72,66,71,60,61,60,59,67,60
3540,Domingos Duarte,22,https://cdn.sofifa.org/48/18/players/234835.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,80,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€3.9M,€9K,1517,60,80,44,50,55,64,34,27,48,30,27,9,9,14,14,13,73,72,69,41,31,69,45,31,66,54,50,68,49,73,77,78,30,27,45,71,63,46,50,234835,45,63,71,50,63,46,48,49,45,61,CB,45,63,71,50,63,46,48,49,45,61,49
3582,Nuno Henrique,30,https://cdn.sofifa.org/48/18/players/203619.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€2.3M,€6K,1553,51,74,58,58,60,64,35,30,53,42,37,13,9,10,11,9,68,75,82,40,35,73,31,41,63,59,39,67,54,46,77,75,47,31,52,71,64,51,54,203619,52,62,71,54,64,51,50,51,50,60,CB,52,62,71,54,64,51,50,51,50,60,51
3603,Zé Manuel,26,https://cdn.sofifa.org/48/18/players/223339.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Wisła Kraków,https://cdn.sofifa.org/24/18/teams/1873.png,€3.4M,€10K,1771,76,59,70,70,72,68,67,65,70,70,69,8,9,15,13,14,62,22,68,61,69,17,69,74,75,64,77,18,80,75,21,62,58,52,69,41,48,71,63,223339,69,48,41,63,48,71,70,71,70,52,RM LM ST,69,48,41,63,48,71,70,71,70,52,71
3614,Filipe Ferreira,26,https://cdn.sofifa.org/48/18/players/215665.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,73,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€3M,€8K,1864,74,65,73,72,69,67,75,64,68,48,47,6,9,14,15,13,56,71,71,65,51,69,53,63,70,68,66,70,75,77,69,61,57,40,65,67,68,64,66,215665,65,71,67,66,68,64,68,62,66,71,LB,65,71,67,66,68,64,68,62,66,71,62
3640,Roderick Miranda,26,https://cdn.sofifa.org/48/18/players/193143.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,75,Wolverhampton Wanderers,https://cdn.sofifa.org/24/18/teams/110.png,€3.2M,€31K,1595,44,80,34,32,57,57,50,42,53,26,32,12,14,8,6,12,68,71,52,57,59,68,51,41,66,61,68,69,52,64,76,90,37,43,50,71,66,50,56,193143,50,64,71,56,66,50,51,53,49,62,CB,50,64,71,56,66,50,51,53,49,62,53
3643,Marco Baixinho,27,https://cdn.sofifa.org/48/18/players/229496.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,73,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€2.9M,€8K,1573,50,75,47,52,55,70,28,29,55,23,29,6,12,15,5,14,68,75,73,68,28,71,41,31,63,67,71,71,55,69,73,81,45,28,50,71,68,49,58,229496,50,63,71,58,68,49,51,50,47,62,CDM CB,50,63,71,58,68,49,51,50,47,62,50
3677,Moreira,35,https://cdn.sofifa.org/48/18/players/3974.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€725K,€4K,1206,54,40,40,45,29,44,19,18,17,14,17,73,73,64,71,72,13,23,81,34,11,12,11,14,68,33,44,14,48,30,10,63,32,19,NA,NA,NA,NA,NA,3974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3691,Edgar Costa,30,https://cdn.sofifa.org/48/18/players/194956.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,CS Marítimo,https://cdn.sofifa.org/24/18/teams/1893.png,€2.9M,€8K,1868,78,61,79,70,72,63,66,68,74,67,69,9,9,8,11,16,58,43,65,58,73,31,72,75,75,64,72,34,77,67,36,72,65,74,70,50,55,71,65,194956,70,55,50,65,55,71,70,71,72,57,LW RW,70,55,50,65,55,71,70,71,72,57,71
3698,Alex,25,https://cdn.sofifa.org/48/18/players/198033.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,73,Salernitana,https://cdn.sofifa.org/24/18/teams/110373.png,€3.7M,€5K,1821,77,50,88,80,73,70,71,76,74,65,71,6,14,12,11,14,52,23,58,67,70,35,68,69,72,72,72,31,76,68,28,46,70,62,72,42,52,71,66,198033,72,52,42,66,52,71,72,67,72,56,RW LW,72,52,42,66,52,71,72,67,72,56,67
3707,Guedes,30,https://cdn.sofifa.org/48/18/players/190356.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€3M,€8K,1779,67,69,70,66,68,69,57,51,65,73,49,14,8,13,12,6,71,25,74,44,61,29,83,74,74,65,75,31,77,65,32,66,69,76,68,48,50,70,61,190356,68,50,48,61,50,70,67,71,68,52,ST,68,50,48,61,50,70,67,71,68,52,71
3752,Marco Matias,28,https://cdn.sofifa.org/48/18/players/199840.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Sheffield Wednesday,https://cdn.sofifa.org/24/18/teams/1807.png,€3.1M,€41K,1805,84,55,78,74,74,72,66,59,74,72,54,7,13,9,12,14,58,37,61,64,77,26,67,72,65,66,77,28,84,56,29,60,63,70,71,45,51,72,64,199840,71,51,45,64,51,72,71,71,72,54,LM LW,71,51,45,64,51,72,71,71,72,54,71
3793,Pedro Rebocho,22,https://cdn.sofifa.org/48/18/players/234930.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,80,En Avant de Guingamp,https://cdn.sofifa.org/24/18/teams/62.png,€3.9M,€13K,1864,69,67,59,81,74,65,70,62,72,30,68,6,9,6,7,10,55,69,81,70,65,73,43,59,69,74,78,70,71,73,73,65,45,41,64,69,70,63,67,234930,64,71,69,67,70,63,66,60,64,71,LB,64,71,69,67,70,63,66,60,64,71,60
3861,Sequeira,26,https://cdn.sofifa.org/48/18/players/217546.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€2.6M,€8K,1857,66,66,62,64,67,63,72,71,65,49,56,7,10,15,10,10,59,76,57,59,65,67,64,57,71,67,70,72,73,76,73,71,44,46,61,69,68,62,63,217546,61,71,69,63,68,62,64,62,63,71,LB,61,71,69,63,68,62,64,62,63,71,62
3910,Gonçalo Brandão,30,https://cdn.sofifa.org/48/18/players/138462.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Estoril Praia,https://cdn.sofifa.org/24/18/teams/10020.png,€2.3M,€7K,1686,52,75,61,64,58,65,61,49,53,25,63,15,10,11,10,15,70,71,87,52,48,75,55,39,65,60,69,68,49,33,71,77,39,36,50,71,63,50,53,138462,50,62,71,53,63,50,51,52,51,61,CB,50,62,71,53,63,50,51,52,51,61,52
3914,João Carvalho,20,https://cdn.sofifa.org/48/18/players/231391.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,83,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€5.5M,€7K,1742,77,41,84,86,75,73,67,74,75,66,59,9,7,8,10,12,38,40,53,65,58,18,54,65,78,72,72,22,74,61,37,43,72,70,72,41,53,71,67,231391,72,51,41,67,53,71,71,66,72,56,CAM LM,72,51,41,67,53,71,71,66,72,56,66
3935,Tiago Gomes,30,https://cdn.sofifa.org/48/18/players/138981.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€2.2M,€7K,1887,68,69,73,73,70,65,73,64,68,45,60,15,8,6,6,7,65,70,71,61,63,74,54,64,72,65,76,73,66,67,75,69,57,40,64,71,69,65,65,138981,64,71,71,65,69,65,66,63,65,70,LB,64,71,71,65,69,65,66,63,65,70,63
3967,Ricardo Costa,36,https://cdn.sofifa.org/48/18/players/20209.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€425K,€3K,1630,52,83,62,64,55,75,41,25,48,25,28,14,15,7,8,13,70,68,90,47,32,71,40,56,76,56,65,70,49,69,74,77,45,35,51,71,65,51,55,20209,51,64,71,55,65,51,51,53,49,62,CB,51,64,71,55,65,51,51,53,49,62,53
3993,Tiago Silva,24,https://cdn.sofifa.org/48/18/players/212474.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,76,CD Feirense,https://cdn.sofifa.org/24/18/teams/10019.png,€4.1M,€5K,1878,77,63,81,82,71,66,65,73,73,56,70,9,13,7,9,13,49,54,60,69,69,45,70,65,78,73,73,51,70,69,52,44,75,50,71,55,62,70,70,212474,71,61,55,70,62,70,70,65,70,64,CAM,71,61,55,70,62,70,70,65,70,64,65
4088,Pedro Nuno,22,https://cdn.sofifa.org/48/18/players/224538.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,80,Tondela,https://cdn.sofifa.org/24/18/teams/112516.png,€3.6M,€8K,1820,73,66,75,69,75,65,66,74,73,64,72,14,9,8,11,15,40,52,67,66,68,29,68,65,73,70,79,28,68,68,33,48,70,64,70,46,56,70,67,224538,70,53,46,67,56,70,70,66,70,57,LW CM CAM,70,53,46,67,56,70,70,66,70,57,66
4124,Flavio Paixão,32,https://cdn.sofifa.org/48/18/players/194082.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Lechia Gdańsk,https://cdn.sofifa.org/24/18/teams/111091.png,€1.8M,€7K,1780,75,63,80,65,71,64,65,67,73,69,51,11,16,16,9,11,66,43,63,62,63,24,71,75,67,69,70,21,72,74,17,64,69,48,70,44,52,71,65,194082,70,50,44,65,52,71,70,69,71,54,ST RM,70,50,44,65,52,71,70,69,71,54,69
4158,Pedro Tiba,28,https://cdn.sofifa.org/48/18/players/219181.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€2.4M,€9K,1910,66,70,65,64,72,72,58,70,66,59,59,16,7,13,6,15,52,68,69,65,65,59,57,60,64,76,81,68,62,82,71,76,73,56,68,67,70,67,70,219181,68,67,67,70,70,67,67,65,66,68,CAM CDM CM,68,67,67,70,70,67,67,65,66,68,65
4176,João Pedro,24,https://cdn.sofifa.org/48/18/players/213557.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,75,LA Galaxy,https://cdn.sofifa.org/24/18/teams/697.png,€3M,€6K,1920,69,79,75,69,72,70,54,50,68,58,40,11,14,12,9,13,62,69,72,69,70,69,55,60,71,72,78,66,72,82,72,68,64,56,68,70,71,67,70,213557,68,69,70,70,71,67,67,66,67,69,CDM CM,68,69,70,70,71,67,67,66,67,69,66
4182,André Leal,21,https://cdn.sofifa.org/48/18/players/224567.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,80,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€3.7M,€6K,1838,74,59,85,84,74,65,71,68,72,56,65,16,7,11,9,13,49,59,45,65,64,42,60,66,74,71,73,51,73,69,56,35,71,51,70,54,62,69,69,224567,70,62,54,69,62,69,70,64,70,65,CM CAM,70,62,54,69,62,69,70,64,70,65,64
4220,Carlitos,34,https://cdn.sofifa.org/48/18/players/156227.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,71,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,€1.2M,€16K,1857,72,54,72,72,76,70,75,74,73,66,70,10,8,10,13,10,57,55,70,68,74,28,64,65,63,75,73,38,71,62,34,60,72,73,71,50,57,70,68,156227,71,56,50,68,57,70,71,68,71,59,LM CAM LW,71,56,50,68,57,70,71,68,71,59,68
